ranking,full name,ticker,industry,sector,hq location,hq address,years on list,ceo,employees,revenues,profits,hq zip,website,fortune 500 rank,revenue change,profit change,assets,hq state
427,La Poste SA,,"Mail, Package, and Freight Delivery",Transportation,"Paris, France",9 Rue du Colonel Pierre Avia,22,Philippe Wahl,240407,25760,938.9,75015,http://www.laposte.fr,,0.8,33.3,257526,
428,Industria de Diseno Textil S.A.,IDEXY,Specialty Retailers,Retailing,"Arteixo, Spain",Avda. de la Diputacion,2,Pablo Isla Alvarez de Tejera,162450,25733,3485,15143,http://www.inditex.com,,11.6,9.9,21203,
429,AbbVie Inc.,ABBV,Pharmaceuticals,Health Care,"North Chicago, IL",1 N. Waukegan Rd.,2,Richard A. Gonzalez,30000,25638,5953,60064,http://www.abbvie.com,111,12.2,15.7,66099,Illinois
430,"Datong Coal Mine Group Co., Ltd.",,"Mining, Crude-Oil Production",Energy,"Datong, China",11 Dongmen St.,5,Zhang Youxi,162542,25630,-214.8,37003,http://www.dtcoalmine.com,,-19.8,,40012,
431,"Lotte Shopping Co., Ltd.",,General Merchandisers,Retailing,"Seoul, South Korea",81 Namdaemun-ro,4,Hee-Tae Kang,26357,25444,144.9,621,http://www.lotteshopping.com,,-1.2,,34710,
432,Standard Life plc,SLFPY,Diversified Financials,Financials,"Edinburgh, Britain",30 Lothian Rd.,19,Keith Skeoch,6302,25279,496.7,EH1 2DH,http://www.standardlife.com,,46.9,-77.2,235324,
433,"Shanxi Coking Coal Group Co., Ltd.",,,,,,0,,0,0,0,,,0,0,0,0,
434,"Adecco Group, AG",AHEXY,Temporary Help,Business Services,"Glattbrugg, Switzerland",Sagereistrasse 10,19,Alain Dehaze,33000,25112,799.5,8152,http://www.adeccogroup.com,,2.9,8909.5,10651,
435,"International Consolidated Airlines Group, S.A.",ICAGY,Airlines,Transportation,"Harmondsworth, Britain",Waterside,20,Willie Walsh,63387,24956,2135.4,UB7 0GB,http://www.iairgroup.com,,-1.6,28.8,28868,
436,McDonald's Corporation,MCD,Food Services,"Hotels, Restaurants & Leisure","Oak Brook, IL",1 McDonald's Plaza,23,Stephen J. Easterbrook,375000,24622,4686.5,60523,http://www.aboutmcdonalds.com,112,-3.1,3.5,31024,Illinois
437,NEC Corporation,NIPNF,Information Technology Services,Technology,"Tokyo, Japan",5-7-1 Shiba,23,Takashi Niino,107729,24596,252,108-8001,http://www.nec.com,,4.5,-60.1,24091,
438,E.I. du Pont de Nemours and Company,DD,Chemicals,Chemicals,"Wilmington, DE",974 Centre Rd.,23,Edward D. Breen,46000,24594,2513,19805,http://www.dupont.com,113,-12,28.7,39964,Delaware
439,China National Aviation Fuel Group Corporation,,Wholesalers: Diversified,Wholesalers,"Beijing, China",2 Madian Rd.,7,Zhou Qiang,11739,24588,320,100088,http://www.cnaf.com,,11.3,-4.3,6093,
440,Northrop Grumman Corporation,NOC,Aerospace and Defense,Aerospace & Defense,"Falls Church, VA",2980 Fairview Park Dr.,18,Wesley G. Bush,67000,24508,2200,22042,http://www.northropgrumman.com,114,4.2,10.6,25614,Virginia
441,Brookfield Asset Management Inc.,BAM,Diversified Financials,Financials,"Toronto, Ontario, Canada",181 Bay St.,1,J. Bruce Flatt,55700,24411,1651,M5J 2T3,http://www.brookfield.com,,22.6,-29.5,159826,
442,"Mercantil Servicios Financieros, C.A.",,Banks: Commercial and Savings,Financials,"Caracas, Venezuela",Ave. Andres Bello No. 1,1,Gustavo J. Vollmer A.,8370,24403,2004.2,1011,http://www.msf.com,,50.3,-10.5,148659,
443,SAP SE,SAP,Computer Software,Technology,"Walldorf, Germany",Dietmar Hopp Allee 16,2,William R. McDermott,84183,24397,4031.9,69190,http://www.sap.com,,5.8,18.6,46696,
444,ConocoPhillips,COP,"Mining, Crude-Oil Production",Energy,"Houston, TX",600 N. Dairy Ashford Rd.,23,Ryan M. Lance,13300,24360,-3615,77079,http://www.conocophillips.com,115,-21.3,,89772,Texas
445,"Yangquan Coal Industry (Group) Co., Ltd.",,,,,,0,,0,0,0,,,0,0,0,0,
446,Danone,DANOY,Food Consumer Products,"Food, Beverages & Tobacco","Paris, France",17 Blvd. Haussmann,23,Emmanuel Faber,99187,24267,1902.1,75009,http://www.danone.com,,-2.4,33.8,46350,
447,Samsung C&T Corporation,,"Engineering, Construction",Engineering & Construction,"Seoul, South Korea",123 Olympic-ro35-gil,1,Chi-Hun Choi,13898,24217,92.5,5510,http://www.samsungcnt.com,,105.2,-96.2,36816,
448,"Shanxi LuAn Mining (Group) Co., Ltd.",,,,,,0,,0,0,0,,,0,0,0,0,
449,Raytheon Company,RTN,Aerospace and Defense,Aerospace & Defense,"Waltham, MA",870 Winter St.,22,Thomas A. Kennedy,63000,24069,2211,2451,http://www.raytheon.com,116,3.5,6.6,30052,Massachusetts
450,"Midea Group Co., Ltd.",,"Electronics, Electrical Equip.",Technology,"Foshan, China",6 Midea Ave.,2,Fang Hongbo,126418,24060,2210.4,528311,http://www.midea.com,,8.5,9.3,24549,
451,"Chubu Electric Power Co., Inc.",,Utilities,Energy,"Nagoya, Japan",1 Higashi-Shincho,23,Satoru Katsuno,30635,24028,1058.2,461-8680,http://www.chuden.co.jp,,1.1,-25.2,48580,
452,BAE Systems plc,BAESY,Aerospace and Defense,Aerospace & Defense,"London, Britain",6 Carlton Gardens,23,Charles Woodburn,76000,24011,1232.3,SW1Y 5AD,http://www.baesystems.com,,-6.4,-12.1,28383,
453,Andeavor Corporation,ANDV,Petroleum Refining,Energy,"San Antonio, TX",19100 Ridgewood Pkwy.,11,Gregory J. Goff,6308,24005,734,78259,http://www.tsocorp.com,117,-14.7,-52.3,20398,Texas
454,China Datang Corporation,,,,,,0,,0,0,0,,,0,0,0,0,
455,Flex Ltd.,FLEX,Semiconductors and Other Electronic Components,Technology,Singapore,2 Changi S. Lane,17,Michael M. McNamara,200000,23863,319.6,486123,http://www.flex.com,,-2.3,-28,12593,
456,"Arrow Electronics, Inc",ARW,Wholesalers: Electronics and Office Equipment,Wholesalers,"Centennial, CO",9201 E. Dry Creek Rd.,4,Michael J. Long,18700,23825,522.8,80112,http://www.arrow.com,118,2.3,5,14206,Colorado
457,Heraeus Holding GmbH,,Metals,Materials,"Hanau, Germany",Heraeusstrasse 12-14,7,Jan Rinnert,12369,23793,,63450,http://www.heraeus.com,,65.9,,4982,
458,"Compal Electronics, Inc.",,,,,,0,,0,0,0,,,0,0,0,0,
459,"Yango Financial Holding Investment Group Co., Ltd.",,,,,,0,,0,0,0,,,0,0,0,0,
460,Qualcomm Incorporated,QCOM,Semiconductors and Other Electronic Components,Technology,"San Diego, CA",5775 Morehouse Dr.,4,Steven M. Mollenkopf,30500,23554,5705,92121,http://www.qualcomm.com,119,-6.8,8.2,52359,California
461,Alfresa Holdings Corporation,,,,,,0,,0,0,0,,,0,0,0,0,
462,Alibaba Group Holding Limited,BABA,Internet Services and Retailing,Technology,"Hangzhou, China",969 West Wen Yi Rd.,1,Daniel Zhang,50097,23517,6489.5,311121,http://www.alibabagroup.com,,47.9,-42.2,73538,
463,Koc Holding A.S.,KHOLY,Energy,Energy,"Istanbul, Turkey",Nakkastepe Azizbey Sok. 1,16,Levent Cakiroglu,95456,23456,1144.2,34674,http://www.koc.com.tr,0,0,0,0,
464,The Progressive Corporation,PGR,Insurance: Property and Casualty (Stock),Financials,"Mayfield Village, OH",6300 Wilson Mills Rd.,4,Susan Patricia Griffith,31721,23441,1031,44143,http://www.progressive.com,120,12.4,-18.7,33428,Ohio
465,Duke Energy Corporation,DUK,Utilities,Energy,"Charlotte, NC",550 S. Tryon St.,14,Lynn J. Good,28798,23369,2152,28202,http://www.duke-energy.com,121,-1,-23.6,132761,North Carolina
466,Compagnie Generale des Etablissements Michelin,MGDDY,Motor Vehicles and Parts,Motor Vehicles & Parts,"Clermont-Ferrand, France",23 Pl. des Carmes Dechaux,23,Jean-Dominique Senard,105654,23120,1853.4,63000,http://www.michelin.com,,-1.7,43,26705,
467,Country Garden Holdings Company Limited,CTRYY,Real estate,Financials,"Foshan, China",1 Country Garden Rd.,1,Mo Bin,94450,23044,1733.6,528312,http://www.countrygarden.com.cn,,27.9,17.4,85124,
468,Heineken Holding N.V.,HKHHY,Beverages,"Food, Beverages & Tobacco","Amsterdam, Netherlands",Tweede Weteringplantsoen 5,11,Jean-Francois van Boxmeer,73525,23044,861.5,1017,http://www.theheinekencompany.com,,-0.7,-18.9,41469,
469,Enterprise Products Partners L.P.,EPD,Pipelines,Energy,"Houston, TX",1100 Louisiana St.,7,A. James Teague,6800,23022,2513.1,77002,http://www.enterpriseproducts.com,122,-14.8,-0.3,52194,Texas
470,AstraZeneca PLC,AZN,Pharmaceuticals,Health Care,"Cambridge, Britain",1 Francis Crick Ave.,19,Pascal Soriot,59700,23002,3499,CB2 0AA,http://www.astrazeneca.com,,-6.9,23.9,62526,
471,Amgen Inc.,AMGN,Pharmaceuticals,Health Care,"Thousand Oaks, CA",1 Amgen Center Dr.,2,Robert A. Bradway,19200,22991,7722,91320,http://www.amgen.com,123,6.1,11.3,77626,California
472,Rabobank Group,,Banks: Commercial and Savings,Financials,"Utrecht, Netherlands",Croeselaan 18,23,Wiebe Draijer,40029,22956,828.3,3521,http://www.rabobank.com,,-4.4,-15.1,698790,
473,Altice N.V.,ALVVF,Telecommunications,Telecommunications,"Amsterdam, Netherlands",Prins Bernhardplein 200,1,Michel Combes,49732,22953,-1722.5,1097,http://www.altice.net,,42.2,,84805,
474,Onex Corporation,ONEXF,Semiconductors and Other Electronic Components,Technology,"Toronto, Ontario, Canada",161 Bay St.,18,Gerald W. Schwartz,161000,22943,-130,M5J 2S1,http://www.onex.com,0,0,0,0,
475,US Foods Holding Corp.,USFD,Wholesalers: Food and Grocery,Wholesalers,"Rosemont, IL",9399 W. Higgins Rd.,2,Pietro Satriano,25000,22919,209.8,60018,http://www.usfoods.com,124,-0.9,25.2,8945,Illinois
476,"Shanxi Jincheng Anthracite Coal Mining Group Co., Ltd.",,,,,,0,,0,0,0,,,0,0,0,0,
477,Randstad Holding NV,RANJY,Temporary Help,Business Services,"Diemen, Netherlands",Diemermere 25,5,Jacques van den Broek,32280,22873,650.2,1112,http://www.randstad.com,,7.3,13,9624,
478,Tencent Holdings Limited,TCEHY,Internet Services and Retailing,Technology,"Shenzhen, China",Tencent Building,1,Pony Ma,38775,22871,6185.9,518057,http://www.tencent.com,,39.7,35,56968,
479,"LG Display Co., Ltd.",LPL,"Electronics, Electrical Equip.",Technology,"Seoul, South Korea",128 Yeoui-daero,6,Sang-Beom Han,49094,22840,781.4,7336,http://www.lgdisplay.com,,-9,-8.6,20606,
480,Emirates Group,,Airlines,Transportation,"Dubai, U.A.E",Emirates Group Building,2,Sheikh Ahmed bin Saeed Al Maktoum,64768,22799,340.3,,http://www.theemiratesgroup.com,,0.3,-82.5,33096,
481,U.S. Bancorp,USB,Banks: Commercial and Savings,Financials,"Minneapolis, MN",800 Nicollet Mall,12,Andrew J. Cecere,71191,22744,5888,55402,http://www.usbank.com,125,5.8,0.2,445964,Minnesota
482,H & M Hennes & Mauritz AB,HNNMY,Specialty Retailers,Retailing,"Stockholm, Sweden",Master Samuelsgatan 46A,2,Karl-Johan Persson,114586,22618,2192.3,106 38,http://www.hm.com,,4.6,-12.3,10681,
483,Aflac Incorporated,AFL,"Insurance: Life, Health (stock)",Financials,"Columbus, GA",1932 Wynnton Rd.,10,Daniel P. Amos,10212,22559,2659,31999,http://www.aflac.com,126,8.1,5,129819,Georgia
484,Sodexo,SDXAY,Food Services,"Hotels, Restaurants & Leisure","Issy-les-Moulineaux, France",255 Quai de la Bataille de Stalingrad,18,Michel Landel,425594,22477,707.2,92130,http://www.sodexo.com,,-2,-12.7,15766,
485,"Suning Commerce Group Co., Ltd.",,Specialty Retailers,Retailing,"Nanjing, China",1 Suning Ave.,1,Ren Jun,60354,22366,106,210042,http://www.suning.com,,3.7,-23.6,19738,
486,GS Caltex Corporation,,Petroleum Refining,Energy,"Seoul, South Korea",508 Nonhyeon-ro,6,Jin-Soo Huh,2949,22207,1221.1,6141,http://www.gscaltex.com,,-11.4,42.1,15969,
487,Ultrapar Participacoes S.A.,UGP,Energy,Energy,"Sao Paulo, Brazil",,8,Thilo Mannhardt,15173,22167,447.5,01317-910,http://www.ultra.com.br,0,0,0,0,
488,Xiamen C&D Corporation Limited,,,,,,0,,0,0,0,,,0,0,0,0,
489,Sears Holdings Corporation,SHLD,General Merchandisers,Retailing,"Hoffman Estates, IL",3333 Beverly Rd.,23,Edward S. Lampert,140000,22138,-2221,60179,http://www.searsholdings.com,127,-12,,9362,Illinois
490,"China General Technology (Group) Holding Co., Ltd.",,,,,,0,,0,0,0,,,0,0,0,0,
491,National Grid plc,NGG,Utilities,Energy,"London, Britain",1-3 Strand,12,John Pettigrew,22132,22036,10150.6,WC2N 5EH,http://www.nationalgrid.com,,-3.2,160.2,82310,
492,Dollar General Corporation,DG,Specialty Retailers,Retailing,"Goodlettsville, TN",100 Mission Ridge,1,Todd J. Vasos,121000,21987,1251.1,37072,http://www.dollargeneral.com,128,7.9,7.4,11672,Tennessee
493,Telecom Italia S.p.A.,TI,Telecommunications,Telecommunications,"Milan, Italy",Via Gaetano Negri 1,18,Flavio Cattaneo,61227,21941,1999.4,20123,http://www.telecomitalia.com,,-17.4,,74295,
494,"Xiamen ITG Holding Group Co., Ltd.",,,,,,0,,0,0,0,,,0,0,0,0,
495,"Xinjiang Guanghui Industry Investment (Group) Co., Ltd.",,,,,,0,,0,0,0,,,0,0,0,0,
496,Teva Pharmaceutical Industries Limited,TEVA,Pharmaceuticals,Health Care,"Petach Tikva, Israel",5 Basel St.,1,Yitzhak Peterburg,56960,21903,329,4951033,http://www.tevapharm.com,,11.5,-79.3,92890,
497,New China Life Insurance Company Ltd.,,"Insurance: Life, Health (stock)",Financials,"Beijing, China",A12 Jianguomenwai Ave.,2,Wan Feng,54378,21796,743.9,100022,http://www.newchinalife.com,,-13.3,-45.6,100609,
498,Wm Morrison Supermarkets PLC,MRWSY,Food and Drug Stores,Food & Drug Stores,"Bradford, Britain",Gain Lane,13,David T. Potts,77210,21741,406.4,BD3 7DL,http://www.morrisons.com,,-11.3,20.4,11630,
499,TUI AG,TUIFY,Travel Services,Business Services,"Hanover, Germany",Karl Wiechert Allee 4,23,Friedrich Joussen,66779,21655,1151.7,30625,http://www.tuigroup.com,,-5.5,195.5,16247,
500,"AutoNation, Inc.",AN,Specialty Retailers,Retailing,"Fort Lauderdale, FL",200 S.W. First Ave.,12,Michael J. Jackson,26000,21609,430.5,33301,http://www.autonation.com,129,3.6,-2.7,10060,Florida
