ranking,full name,ticker,industry,sector,hq location,hq address,years on list,ceo,eps,employees,revenues,profits,hq zip,website,market value,global 500 rank,revenue change,profit change,hq state
487,Essendant Inc.,ESND,Wholesalers: Electronics and Office Equipment,Wholesalers,"Deerfield, IL",1 Parkway N. Blvd.,19,Richard D. Phillips,1.73,6600,5369,63.9,60015,http://www.essendant.com,568,,0.1,,IL
488,Apache Corporation,APA,"Mining, Crude-Oil Production",Energy,"Houston, TX",2000 Post Oak Blvd.,14,John J. Christmann IV,-3.71,3727,5354,-1405,77056,http://www.apachecorp.com,19547,,-19.5,,TX
489,"Airgas, Inc.",,Wholesalers: Diversified,Wholesalers,"Radnor, PA",259 N. Radnor-Chester Rd.,4,,4.54,17000,5314,337.5,19087,http://www.airgas.com,,,0.2,-8.3,PA
490,"Kelly Services, Inc.",KELYA,Temporary Help,Business Services,"Troy, MI",999 W. Big Beaver Rd.,23,George S. Corona,3.08,7500,5277,120.8,48084,http://www.kellyservices.com,836,,-4.4,124.5,MI
491,Liberty Media Corporation,LSXMA,Entertainment,Media,"Englewood, CO",12300 Liberty Blvd.,1,Gregory B. Maffei,,3626,5276,680,80112,http://www.libertymedia.com,13055,,10,962.5,CO
492,"Rockwell Collins, Inc.",COL,Aerospace and Defense,Aerospace & Defense,"Cedar Rapids, IA",400 Collins Rd. N.E.,6,Robert K. Ortberg,5.51,19000,5259,728,52498,http://www.rockwellcollins.com,12711,,-0.1,6.1,IA
493,Robert Half International Inc.,RHI,Temporary Help,Business Services,"Menlo Park, CA",2884 Sand Hill Rd.,2,Harold M. Messmer Jr.,2.67,16400,5250,343.4,94025,http://www.roberthalf.com,6240,,3.1,-4,CA
494,"CH2M HILL Companies, Ltd.",,"Engineering, Construction",Engineering & Construction,"Englewood, CO",9191 S. Jamaica St.,9,Jacqueline C. Hinman,0.03,20000,5236,15,80112,http://www.ch2m.com,,,-2.3,-81.3,CO
495,"Big Lots, Inc.",BIG,Specialty Retailers: Other,Retailing,"Columbus, OH",300 Phillipi Rd.,20,David J. Campisi,3.32,23150,5200,152.8,43228,http://www.biglots.com,2180,,0.2,7,OH
496,"The Michaels Companies, Inc.",MIK,Specialty Retailers: Other,Retailing,"Irving, TX",8000 Bent Branch Dr.,1,Carl S. Rubin,1.82,31000,5197,378.2,75063,http://www.michaels.com,4229,,5.8,4.2,TX
497,"Toll Brothers, Inc.",TOL,Homebuilders,Engineering & Construction,"Horsham, PA",250 Gibraltar Rd.,5,Douglas C. Yearley Jr.,2.18,4200,5170,382.1,19044,http://www.tollbrothers.com,5872,,23.9,5.2,PA
498,Yahoo! Inc.,YHOO,Internet Services and Retailing,Technology,"Sunnyvale, CA",701 First Ave.,9,Thomas McInerney,-0.23,8500,5169,-214.3,94089,http://www.yahoo.com,44391,,4,,CA
499,Vistra Energy Corp.,VST,Energy,Energy,"Dallas, TX",1601 Bryan St.,1,Curtis A. Morgan,,4431,5164,,75201,http://www.vistraenergy.com,6968,,,,TX
500,ABM Industries Incorporated,ABM,Diversified Outsourcing Services,Business Services,"New York, NY",1 Liberty Plaza,2,Scott B. Salmirs,1.01,110000,5145,57.2,10006,http://www.abm.com,2428,,-2.8,-25,NY
501,Northern Trust Corporation,NTRS,Commercial Banks,Financials,"Chicago, IL",50 S. LaSalle St.,,Frederick H. Waddell,4.32,17100,5144,1032.5,60603,http://www.northerntrust.com,19869,,5.9,6,IL
502,"MasTec, Inc.",MTZ,"Engineering, Construction",Engineering & Construction,"Coral Gables, FL",800 S. Douglas Rd.,,Jose R. Mas,1.61,15400,5135,131.3,33134,http://www.mastec.com,3309,,22,,FL
503,The Blackstone Group L.P.,BX,Diversified Financials,Financials,"New York, NY",345 Park Ave.,,Stephen A. Schwarzman,1.56,2240,5126,1039.2,10154,http://www.blackstone.com,19070,,10.3,46.4,NY
504,"Telephone and Data Systems, Inc.",TDS,Telecommunications,Telecommunications,"Chicago, IL",30 N. LaSalle St.,,LeRoy T. Carlson Jr.,0.39,10300,5104,43,60602,http://www.tdsinc.com,2921,,-1.4,-80.4,IL
505,Domtar Corporation,UFS,Forest and Paper Products,Materials,"Fort Mill, SC",234 Kingsley Park Dr.,,John D. Williams,2.04,9700,5098,128,29715,http://www.domtar.com,2287,,-3.2,-9.9,SC
506,"Williams-Sonoma, Inc.",WSM,Specialty Retailers: Other,Retailing,"San Francisco, CA",3250 Van Ness Ave.,,Laura J. Alber,3.41,19400,5084,305.4,94109,http://www.williams-sonomainc.com,4656,,2.2,-1.5,CA
507,Westlake Chemical Corporation,WLK,Chemicals,Chemicals,"Houston, TX",2801 Post Oak Blvd.,,Albert Yuan Chao,3.06,8866,5076,398.9,77056,http://www.westlake.com,8516,,13.7,-38.3,TX
508,"Post Holdings, Inc.",POST,Food Consumer Products,"Food, Beverages & Tobacco","St. Louis, MO",2503 S. Hanley Rd.,,Robert V. Vitale,-0.41,8700,5027,-3.3,63144,http://www.postholdings.com,5626,,8.1,,MO
509,"Hasbro, Inc.",HAS,"Toys, Sporting Goods",Household Products,"Pawtucket, RI",1027 Newport Ave.,,Brian D. Goldner,4.34,5400,5020,551.4,2861,http://www.hasbro.com,12407,,12.9,22,RI
510,"Juniper Networks, Inc.",JNPR,Network and Other Communications Equipment,Technology,"Sunnyvale, CA",1133 Innovation Way,,Rami Rahim,1.53,9832,4990,592.7,94089,http://www.juniper.net,10553,,2.7,-6.5,CA
511,"Fortune Brands Home & Security, Inc.",FBHS,"Home Equipment, Furnishings",Household Products,"Deerfield, IL",520 Lake Cook Rd.,,Christopher J. Klein,2.62,23200,4985,413.2,60015,http://www.fbhs.com,9341,,7,31.2,IL
512,Brookdale Senior Living Inc.,BKD,Health Care: Medical Facilities,Health Care,"Brentwood, TN",111 Westwood Place,,T. Andrew Smith,-2.18,63850,4977,-404.4,37027,http://www.brookdale.com,2491,,0.3,,TN
513,Tutor Perini Corporation,TPC,"Engineering, Construction",Engineering & Construction,"Sylmar, CA",15901 Olden St.,,Ronald N. Tutor,1.92,11603,4973,95.8,91342,http://www.tutorperini.com,1565,,1.1,111.6,CA
514,Navient Corporation,NAVI,Diversified Financials,Financials,"Wilmington, DE",123 Justison St.,,John F. Remondi,2.12,6773,4965,681,19801,http://www.navient.com,4295,,-4.5,-30.8,DE
515,Neiman Marcus Group LTD LLC,,Specialty Retailers: Apparel,Retailing,"Dallas, TX",1618 Main St.,,Karen W. Katz,,14300,4950,-406.1,75201,http://www.neimanmarcusgroup.com,,,-2.9,-2816.6,TX
516,Ashland Global Holdings Inc.,ASH,Chemicals,Chemicals,"Covington, KY",50 E. RiverCenter Blvd.,,William A. Wulfsohn,-0.46,11000,4948,-29,41011,http://www.ashland.com,7703,,-8.1,-109.4,KY
517,"The Hanover Insurance Group, Inc.",THG,Insurance: Property and Casualty (Stock),Financials,"Worcester, MA",440 Lincoln St.,,Joseph M. Zubretsky,3.59,4900,4946,155.1,1653,http://www.hanover.com,3843,,-1.8,-53.2,MA
518,"CommScope Holding Company, Inc.",COMM,Network and Other Communications Equipment,Technology,"Hickory, NC",1100 CommScope Place S.E.,,Marvin S. Edwards Jr.,1.13,25000,4924,222.8,28602,http://www.commscope.com,8120,,29.3,,NC
519,Spectra Energy Corp,,Pipelines,Energy,"Houston, TX",5400 Westheimer Court,,Al Monaco,1,6000,4916,693,77056,http://www.enbridge.com,,,-6.1,253.6,TX
520,Cintas Corporation,CTAS,Diversified Outsourcing Services,Business Services,"Cincinnati, OH",6800 Cintas Blvd.,,Scott D. Farmer,6.21,35000,4906,693.5,45262,http://www.cintas.com,13292,,8.8,61.1,OH
521,Zoetis Inc.,ZTS,Pharmaceuticals,Health Care,"Parsippany, NJ",10 Sylvan Way,,Juan Ramon Alaix,1.65,9000,4888,821,7054,http://www.zoetis.com,26238,,2.6,142.2,NJ
522,Molson Coors Brewing Company,TAP,Beverages,"Food, Beverages & Tobacco","Denver, CO",1801 California St.,,Mark R. Hunter,9.26,17400,4885,1975.9,80202,http://www.molsoncoors.com,20574,,36.9,449.6,CO
523,"Regeneron Pharmaceuticals, Inc.",REGN,Pharmaceuticals,Health Care,"Tarrytown, NY",777 Old Saw Mill River Rd.,,Leonard S. Schleifer,7.7,5400,4860,895.5,10591,http://www.regeneron.com,41107,,18.4,40.8,NY
524,"Ulta Beauty, Inc.",ULTA,Specialty Retailers: Other,Retailing,"Bolingbrook, IL",1000 Remington Blvd.,,Mary N. Dillon,6.52,21700,4855,409.8,60440,http://www.ulta.com,17722,,23.7,28,IL
525,Hess Corporation,HES,"Mining, Crude-Oil Production",Energy,"New York, NY",1185 Ave. of the Americas,,John B. Hess,-19.92,2304,4844,-6132,10036,http://www.hess.com,15260,,-26.3,,NY
526,"Magellan Health, Inc.",MGLN,Health Care: Insurance and Managed Care,Health Care,"Scottsdale, AZ",4800 Scottsdale Rd.,,Barry M. Smith,3.22,9700,4837,77.9,85251,http://www.magellanhealth.com,1630,,5.2,147.9,AZ
527,Intuit Inc.,INTU,Computer Software,Technology,"Mountain View, CA",2700 Coast Ave.,,Brad D. Smith,3.69,7900,4831,979,94043,http://www.intuit.com,29669,,9.1,168.2,CA
528,"Under Armour, Inc.",UAA,Apparel,Apparel,"Baltimore, MD",1020 Hull St.,,Kevin A. Plank,,10850,4825,257,21230,http://www.uabiz.com,8674,,21.8,10.5,MD
529,RPM International Inc.,RPM,Chemicals,Chemicals,"Medina, OH",2628 Pearl Rd.,,Frank C. Sullivan,2.63,13394,4814,354.7,44256,http://www.rpminc.com,7351,,4.8,48.1,OH
530,Cerner Corporation,CERN,Health Care: Pharmacy and Other Services,Health Care,"North Kansas City, MO",2800 Rockcreek Pkwy.,,Clifford W. Illig,1.85,24400,4797,636.5,64117,http://www.cerner.com,19404,,8.4,18,MO
531,Sonoco Products Company,SON,"Packaging, Containers",Materials,"Hartsville, SC",1 N. Second St.,,M. Jack Sanders,2.81,20000,4783,286.4,29550,http://www.sonoco.com,5259,,-3.7,14.5,SC
532,"Securian Financial Group, Inc.",,"Insurance: Life, Health (Stock)",Financials,"St. Paul, MN",400 Robert St. N.,,Christopher M. Hilger,,5000,4777,248.3,55101,http://www.securian.com,,,7.7,-11.8,MN
533,Peabody Energy Corporation,BTU,"Mining, Crude-Oil Production",Energy,"St. Louis, MO",701 Market St.,,Glenn L. Kellow,-40.45,6700,4715,-739.8,63101,http://www.peabodyenergy.com,13,,-15.9,,MO
534,YRC Worldwide Inc.,YRCW,"Trucking, Truck Leasing",Transportation,"Overland Park, KS",10990 Roe Ave.,,James L. Welch,0.65,32000,4698,21.5,66211,http://www.yrcw.com,369,,-2.8,2971.4,KS
535,Commercial Metals Company,CMC,Metals,Materials,"Irving, TX",6565 N. MacArthur Blvd.,,Joseph Alvarado,0.47,8388,4652,54.8,75039,http://www.cmc.com,2215,,-24.5,-61.3,TX
536,Marathon Oil Corporation,MRO,"Mining, Crude-Oil Production",Energy,"Houston, TX",5555 San Felipe St.,,Lee M. Tillman,-2.61,2117,4650,-2140,77056,http://www.marathonoil.com,13386,,-20.7,,TX
537,Polaris Industries Inc.,PII,Transportation Equipment,Transportation,"Medina, MN",2100 Hwy. 55,,Scott W. Wine,3.27,10000,4595,212.9,55340,http://www.polaris.com,5274,,-4,-53.2,MN
538,Envision Healthcare Corporation,EVHC,Health Care: Pharmacy and Other Services,Health Care,"Nashville, TN",1A Burton Hills Blvd.,,Christopher A. Holden,-0.47,54650,4589,-18.6,37215,http://www.evhc.net,7199,,62,-111.4,TN
539,"Trinity Industries, Inc.",TRN,Transportation Equipment,Transportation,"Dallas, TX",2525 N. Stemmons Freeway,,Timothy R. Wallace,2.25,17680,4588,343.6,75207,http://www.trin.net,4041,,-28.2,-56.9,TX
540,"Thor Industries, Inc.",THO,Motor Vehicles and Parts,Motor Vehicles & Parts,"Elkhart, IN",601 E. Beardsley Ave.,,Robert W. Martin,4.88,14900,4582,256.5,46514,http://www.thorindustries.com,5055,,14.4,28.7,IN
541,Caesars Entertainment Corporation,CZR,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure","Las Vegas, NV",1 Caesars Palace Dr.,,Mark P. Frissora,-24.41,31000,4555,-3569,89109,http://www.caesars.com,1406,,-2.1,-160.3,NV
542,Levi Strauss & Co.,,Apparel,Apparel,"San Francisco, CA",1155 Battery St.,,Charles V. Bergh,,13200,4553,291.1,94111,http://www.levistrauss.com,,,1.3,39,CA
543,"FMC Technologies, Inc.",,"Oil and Gas Equipment, Services",Energy,"Houston, TX",11740 Katy Freeway,,Douglas J. Pferdehirt,0.17,15500,4542,38.4,77079,http://www.technipfmc.com,,,-28.6,-90.2,TX
544,VWR Corporation,VWR,Wholesalers: Diversified,Wholesalers,"Radnor, PA",100 Matsonford Rd.,,Manuel Brocke-Benz,1.12,10200,4514,148.2,19087,http://www.vwr.com,3714,,4.5,-4,PA
545,NiSource Inc.,NI,Utilities: Gas and Electric,Energy,"Merrillville, IN",801 E. 86th Ave.,,Joseph Hamrock,1.02,8007,4493,331.5,46410,http://www.nisource.com,7695,,-15.4,15.7,IN
546,"Coach, Inc.",COH,Apparel,Apparel,"New York, NY",10 Hudson Yards,,Victor Luis,1.65,13850,4492,460.5,10001,http://www.coach.com,11598,,7.2,14.4,NY
547,Brunswick Corporation,BC,Transportation Equipment,Transportation,"Lake Forest, IL",1 N. Field Court,,Mark D. Schwabero,3,14415,4489,276,60045,http://www.brunswick.com,5474,,8.3,14.3,IL
548,"Wynn Resorts, Limited",WYNN,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure","Las Vegas, NV",3131 Las Vegas Blvd. S.,,Stephen A. Wynn,2.38,24600,4466,242,89109,http://www.wynnresorts.com,11681,,9.6,23.9,NV
549,"Orbital ATK, Inc.",OA,Aerospace and Defense,Aerospace & Defense,"Dulles, VA",45101 Warp Dr.,,David W. Thompson,5,12300,4455,292.2,20166,http://www.orbitalatk.com,5640,,2.1,100.4,VA
550,CIT Group Inc.,CIT,Commercial Banks,Financials,"New York, NY",11 W. 42nd St.,,Ellen R. Alemany,-4.2,4410,4453,-848,10036,http://www.cit.com,8700,,14.3,-182,NY
551,Science Applications International Corporation,SAIC,Information Technology Services,Technology,"Reston, VA",12010 Sunset Hills Rd.,,Anthony J. Moraco,3.22,15321,4450,148,20190,http://www.saic.com,3242,,3.1,26.5,VA
552,Hyatt Hotels Corporation,H,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure","Chicago, IL",71 S. Wacker Dr.,,Mark S. Hoplamazian,1.52,45000,4429,204,60606,http://www.hyatt.com,7048,,2.3,64.5,IL
553,"McCormick & Company, Incorporated",MKC,Food Consumer Products,"Food, Beverages & Tobacco","Sparks, MD",18 Loveton Circle,,Lawrence E. Kurzius,3.69,10500,4412,472.3,21152,http://www.mccormickcorporation.com,12162,,2.7,17.6,MD
554,"Diplomat Pharmacy, Inc.",DPLO,Health Care: Pharmacy and Other Services,Health Care,"Flint, MI",4100 S. Saginaw St.,,Philip P. Hagerman,0.42,1782,4410,28.3,48507,http://www.diplomat.is,1069,,31,9.7,MI
555,"Barnes & Noble, Inc.",BKS,Specialty Retailers: Other,Retailing,"New York, NY",122 Fifth Ave.,,Demos Parneros,-0.49,28500,4403,-24.4,10011,http://www.barnesandnobleinc.com,670,,-27.5,-166.8,NY
556,Electronic Arts Inc.,EA,Computer Software,Technology,"Redwood City, CA",209 Redwood Shores Pkwy.,,Andrew Wilson,3.5,8500,4396,1156,94065,http://www.ea.com,27596,,-2.6,32.1,CA
557,Factory Mutual Insurance Company,,Insurance: Property and Casualty (Stock),Financials,"Johnston, RI",270 Central Ave.,,Thomas A. Lawson,,5432,4374,796.8,2919,http://www.fmglobal.com,,,0.7,8,RI
558,Coty Inc.,COTY,Household and Personal Products,Household Products,"New York, NY",350 Fifth Ave.,,Camillo Pane,0.44,10060,4349,156.9,10118,http://www.coty.com,13545,,-1,-32.5,NY
559,"Smart & Final Stores, Inc.",SFS,Food and Drug Stores,Food & Drug Stores,"Commerce, CA",600 Citadel Dr.,,David G. Hirz,0.17,7565,4342,12.9,90040,http://www.smartandfinal.com,885,,9.3,-66.2,CA
560,"Quad/Graphics, Inc.",QUAD,"Publishing, Printing",Media,"Sussex, WI",N61 W23044 Harry's Way,,J. Joel Quadracci,0.9,22600,4330,44.9,53089,http://www.qg.com,1317,,-7.4,,WI
561,Dynegy Inc.,DYN,Energy,Energy,"Houston, TX",601 Travis St.,,Robert C. Flexon,-9.78,2457,4318,-1240,77002,http://www.dynegy.com,1032,,11.6,-2580,TX
562,Graphic Packaging Holding Company,GPK,"Packaging, Containers",Materials,"Atlanta, GA",1500 Riveredge Pkwy.,,Michael P. Doss,0.71,13000,4298,228,30328,http://www.graphicpkg.com,4009,,3.3,-0.9,GA
563,Select Medical Holdings Corporation,SEM,Health Care: Medical Facilities,Health Care,"Mechanicsburg, PA",4714 Gettysburg Rd.,,David S. Chernow,0.87,35450,4286,115.4,17055,http://www.selectmedicalholdings.com,1772,,14.5,-11.7,PA
564,Welltower Inc.,HCN,Real Estate,Financials,"Toledo, OH",4500 Dorr St.,,Thomas J. DeRosa,2.81,466,4281,1077.8,43615,http://www.welltower.com,25722,,10.9,22,OH
565,"Advanced Micro Devices, Inc.",AMD,Semiconductors and Other Electronic Components,Technology,"Sunnyvale, CA",1 AMD Place,,Lisa T. Su,-0.6,8200,4272,-497,94085,http://www.amd.com,13697,,7,,CA
566,USG Corporation,USG,"Building Materials, Glass",Materials,"Chicago, IL",550 W. Adams St.,,Jennifer F. Scanlon,3.46,6600,4269,510,60661,http://www.usg.com,4650,,13.1,-48.5,IL
567,"KBR, Inc.",KBR,"Engineering, Construction",Engineering & Construction,"Houston, TX",601 Jefferson St.,,Stuart Bradie,-0.43,27500,4268,-61,77002,http://www.kbr.com,2151,,-16.2,-130,TX
568,"Bloomin' Brands, Inc.",BLMN,Food Services,"Hotels, Restaurants & Leisure","Tampa, FL",2202 N. West Shore Blvd.,,Elizabeth A. Smith,0.37,97000,4252,41.7,33607,http://www.bloominbrands.com,2033,,-2.9,-67.2,FL
569,"MDU Resources Group, Inc.",MDU,Energy,Energy,"Bismarck, ND",1200 W. Century Ave.,,David L. Goodin,0.33,9598,4252,64.4,58503,http://www.mdu.com,5346,,-2.8,,ND
570,CSRA Inc.,CSRA,Information Technology Services,Technology,"Falls Church, VA",3170 Fairview Park Dr.,,Lawrence B. Prior III,0.53,18000,4250,87.1,22042,http://www.csra.com,4778,,,,VA
571,"Laureate Education, Inc.",LAUR,Education,Business Services,"Baltimore, MD",650 S. Exeter St.,,Douglas L. Becker,,54500,4244,371.8,21202,http://www.laureate.net,2403,,-1.1,,MD
572,SCANA Corporation,SCG,Utilities: Gas and Electric,Energy,"Cayce, SC",100 Scana Pkwy.,,Kevin B. Marsh,4.16,5910,4227,595,29033,http://www.scana.com,9340,,-3.5,-20.2,SC
573,"T. Rowe Price Group, Inc.",TROW,Securities,Financials,"Baltimore, MD",100 E. Pratt St.,,William J. Stromberg,4.75,6329,4223,1215,21202,http://www.troweprice.com,16477,,0.5,-0.7,MD
574,"Watsco, Inc.",WSO,Wholesalers: Diversified,Wholesalers,"Miami, FL",2665 S. Bayshore Dr.,,Albert H. Nahmad,5.15,5050,4221,182.8,33133,http://www.watsco.com,5098,,2.6,5.7,FL
575,"Rush Enterprises, Inc.",RUSHB,"Automotive Retailing, Services",Retailing,"New Braunfels, TX",555 Interstate 35 S.,,W. M. Rush,1,6180,4215,40.6,78130,http://www.rushenterprises.com,1229,,-15.4,-38.6,TX
576,"Agilent Technologies, Inc.",A,"Scientific, Photographic and Control Equipment",Technology,"Santa Clara, CA",5301 Stevens Creek Blvd.,,Michael R. McMullen,1.4,12500,4202,462,95051,http://www.agilent.com,17040,,4.1,15.2,CA
577,The WhiteWave Foods Company,,Food Consumer Products,"Food, Beverages & Tobacco","Denver, CO",1225 17th St.,,Gregg L. Engles,1.18,5800,4198,214.6,80202,http://www.whitewave.com,9977,,8.6,27.4,CO
578,The Valspar Corporation,VAL,Chemicals,Chemicals,"Minneapolis, MN",1101 S. Third St.,,Gary E. Hendrickson,4.36,11083,4191,353,55415,http://www.valspar.com,8815,,-4.6,-11.6,MN
579,"Total System Services, Inc.",TSS,Financial Data Services,Business Services,"Columbus, GA",1 TSYS Way,,M. Troy Woods,1.73,11500,4170,319.6,31901,http://www.tsys.com,9802,,50,-12.2,GA
580,Torchmark Corporation,TMK,"Insurance: Life, Health (Stock)",Financials,"McKinney, TX",3700 S. Stonebridge Dr.,,"Gary L. Coleman, Larry M. Hutchison",4.49,3128,4158,549.8,75070,http://www.torchmarkcorp.com,9083,,3.2,4.3,TX
581,Cabela's Incorporated,CAB,Specialty Retailers: Other,Retailing,"Sidney, NE",1 Cabela Dr.,,Thomas L. Millner,2.13,19100,4129,146.9,69160,http://www.cabelas.com,3639,,3.3,-22.4,NE
582,"Beacon Roofing Supply, Inc.",BECN,Wholesalers: Diversified,Wholesalers,"Herndon, VA",505 Huntmar Park Dr.,,Paul M. Isabella,1.49,5042,4127,89.9,20170,http://www.becn.com,2953,,64.1,44.4,VA
583,"CA, Inc.",CA,Computer Software,Technology,"New York, NY",520 Madison Ave.,,Michael P. Gregoire,1.81,11000,4052,783,10022,http://www.ca.com,13258,,-6.3,-7.4,NY
584,LPL Financial Holdings Inc.,LPLA,Securities,Financials,"Boston, MA",75 State St.,,Dan H. Arnold,2.13,3288,4049,191.9,2109,http://www.lpl.com,3588,,-5.3,13.7,MA
585,"Sprouts Farmers Market, Inc.",SFM,Food and Drug Stores,Food & Drug Stores,"Phoenix, AZ",5455 E. High St.,,Amin N. Maredia,0.83,24000,4046,124.3,85054,http://www.sprouts.com,3157,,12.6,-3.6,AZ
586,Swift Transportation Company,SWFT,"Trucking, Truck Leasing",Transportation,"Phoenix, AZ",2200 S. 75th Ave.,,Richard Stocking,1.1,21850,4032,149.3,85043,http://www.swifttrans.com,2733,,-4.7,-24.5,AZ
587,"Bemis Company, Inc.",BMS,"Packaging, Containers",Materials,"Neenah, WI",1 Neenah Center,,William F. Austen,2.48,17678,4004,236.2,54956,http://www.bemis.com,4493,,-1.6,-1.3,WI
588,Tiffany & Co.,TIF,Specialty Retailers: Other,Retailing,"New York, NY",727 Fifth Ave.,,Michael J. Kowalski,3.55,11900,4002,446.1,10022,http://www.tiffany.com,11871,,-2.5,-3.8,NY
589,Flowserve Corporation,FLS,Industrial Machinery,Industrials,"Irving, TX",5215 N. O'Connor Blvd.,,R. Scott Rowe,1.11,18000,3992,145.1,75039,http://www.flowserve.com,6320,,-12.5,-45.8,TX
590,"CNO Financial Group, Inc.",CNO,"Insurance: Life, Health (Stock)",Financials,"Carmel, IN",11825 N. Pennsylvania St.,,Edward J. Bonach,2.01,3400,3985,358.2,46032,http://www.cnoinc.com,3560,,4.5,32.3,IN
591,Fastenal Company,FAST,Wholesalers: Diversified,Wholesalers,"Winona, MN",2001 Theurer Blvd.,,Daniel L. Florness,1.73,19624,3962,499.5,55987,http://www.fastenal.com,14897,,2.4,-3.3,MN
592,"Sally Beauty Holdings, Inc.",SBH,Specialty Retailers: Other,Retailing,"Denton, TX",3001 Colorado Blvd.,,Christian A. Brickman,1.5,22038,3953,222.9,76210,http://www.sallybeautyholdings.com,2914,,3.1,-5.2,TX
593,"American Axle & Manufacturing Holdings, Inc.",AXL,Motor Vehicles and Parts,Motor Vehicles & Parts,"Detroit, MI",1 Dauch Dr.,,David C. Dauch,3.06,13100,3948,240.7,48211,http://www.aam.com,1444,,1.2,2.2,MI
594,"Flowers Foods, Inc.",FLO,Food Consumer Products,"Food, Beverages & Tobacco","Thomasville, GA",1919 Flowers Circle,,Allen L. Shiver,0.78,10800,3927,163.8,31757,http://www.flowersfoods.com,4055,,3.9,-13.4,GA
595,"The Andersons, Inc.",ANDE,Food Production,"Food, Beverages & Tobacco","Maumee, OH",1947 Briarfield Blvd.,,Patrick E. Bowe,0.41,2587,3925,11.6,43537,http://www.andersonsinc.com,1075,,-6.5,,OH
596,Crown Castle International Corp.,CCI,Telecommunications,Telecommunications,"Houston, TX",1220 Augusta Dr.,,Jay A. Brown,0.95,3200,3921,357,77057,http://www.crowncastle.com,34130,,5.2,-76.5,TX
597,Boise Cascade Company,BCC,Wholesalers: Diversified,Wholesalers,"Boise, ID",1111 W. Jefferson St.,,Thomas K. Corrick,0.98,6210,3911,38.3,83702,http://www.bc.com,1029,,7.6,-26.7,ID
598,ON Semiconductor Corporation,ON,Semiconductors and Other Electronic Components,Technology,"Phoenix, AZ",5005 E. McDowell Rd.,,Keith D. Jackson,0.43,32000,3907,182.1,85008,http://www.onsemi.com,6507,,11.8,-11.7,AZ
599,"Chipotle Mexican Grill, Inc.",CMG,Food Services,"Hotels, Restaurants & Leisure","Denver, CO",1401 Wynkoop St.,,M. Steven Ells,0.77,64570,3904,22.9,80202,http://www.chipotle.com,12779,,-13.3,-95.2,CO
600,"Amkor Technology, Inc.",AMKR,Semiconductors and Other Electronic Components,Technology,"Tempe, AZ",2045 E. Innovation Circle,,Stephen D. Kelley,0.69,27900,3894,164.2,85284,http://www.amkor.com,2768,,35,221.3,AZ
601,"Triumph Group, Inc.",TGI,Aerospace and Defense,Aerospace & Defense,"Berwyn, PA",899 Cassatt Rd.,,Daniel J. Crowley,-21.29,14602,3886,-1048,19312,http://www.triumphgroup.com,1277,,-0.1,-539,PA
602,"OneMain Holdings, Inc.",OMF,Diversified Financials,Financials,"Evansville, IN",601 N.W. Second St.,,Jay N. Levine,1.59,10100,3883,215,47708,http://www.onemainfinancial.com,3360,,77.1,,IN
603,General Cable Corporation,BGC,"Electronics, Electrical Equipment",Industrials,"Highland Heights, KY",4 Tesseneer Dr.,,Michael T. McDonnell,-1.89,10000,3858,-93.8,41076,http://www.generalcable.com,893,,-14.5,,KY
604,"AMETEK, Inc.",AME,"Scientific, Photographic and Control Equipment",Technology,"Berwyn, PA",1100 Cassatt Rd.,,David A. Zapico,2.19,15700,3840,512.2,19312,http://www.ametek.com,12439,,-3.4,-13.3,PA
605,"Alon USA Energy, Inc.",ALJ,Petroleum Refining,Energy,"Dallas, TX",12700 Park Central Dr.,,Ezra Uzi Yemen,-1.17,2830,3832,-82.8,75251,http://www.alonusa.com,875,,-10.1,-257,TX
606,Pioneer Natural Resources Company,PXD,"Mining, Crude-Oil Production",Energy,"Irving, TX",5205 N. O'Connor Blvd.,,Timothy L. Dove,-3.34,3604,3824,-556,75039,http://www.pxd.com,31621,,-20.8,,TX
607,"Martin Marietta Materials, Inc.",MLM,"Building Materials, Glass",Materials,"Raleigh, NC",2710 Wycliff Rd.,,C. Howard Nye,6.63,8111,3819,425.4,27607,http://www.martinmarietta.com,13764,,7.9,47.3,NC
608,"Ingles Markets, Incorporated",IMKTA,Food and Drug Stores,Food & Drug Stores,"Black Mountain, NC",2913 U.S. Hwy. 70 W.,,James W. Lanning,,18020,3795,54.2,28711,http://www.ingles-markets.com,874,,0.4,-8.7,NC
609,"Roper Technologies, Inc.",ROP,"Scientific, Photographic and Control Equipment",Technology,"Sarasota, FL",6901 Professional Pkwy. E.,,Brian D. Jellison,6.43,14155,3790,658.6,34240,http://www.ropertech.com,21036,,5.8,-5.4,FL
610,Huntington Bancshares Incorporated,HBAN,Commercial Banks,Financials,"Columbus, OH",41 S. High St.,,Stephen D. Steinour,0.7,15993,3782,711.8,43215,http://www.huntington.com,14598,,19.9,2.7,OH
611,Xylem Inc.,XYL,Industrial Machinery,Industrials,"Rye Brook, NY",1 International Dr.,,Patrick K. Decker,1.45,16000,3771,260,10573,http://www.xyleminc.com,9024,,3.2,-23.5,NY
